p,p_mod40,S_p,sgn
734171,11,1,1
734291,11,1,1
734411,11,1,1
734471,31,1,1
734759,39,-1,-1
734771,11,1,1
734819,19,-1,-1
734879,39,-1,-1
734959,39,-1,-1
734971,11,1,1
735071,31,1,1
735139,19,-1,-1
735239,39,-1,-1
735271,31,1,1
735311,31,1,1
735331,11,1,1
735359,39,-1,-1
735391,31,1,1
735419,19,-1,-1
735431,31,1,1
735479,39,-1,-1
735491,11,1,1
735571,11,1,1
735659,19,-1,-1
735719,39,-1,-1
735731,11,1,1
735739,19,-1,-1
735751,31,1,1
735919,39,-1,-1
735979,19,-1,-1
736039,39,-1,-1
736051,11,1,1
736091,11,1,1
736159,39,-1,-1
736259,19,-1,-1
736279,39,-1,-1
736399,39,-1,-1
736471,31,1,1
736511,31,1,1
736639,39,-1,-1
736679,39,-1,-1
736871,31,1,1
737039,39,-1,-1
737111,31,1,1
737119,39,-1,-1
737131,11,1,1
737159,39,-1,-1
737279,39,-1,-1
737339,19,-1,-1
737351,31,1,1
737411,11,1,1
737479,39,-1,-1
737531,11,1,1
737591,31,1,1
737719,39,-1,-1
737819,19,-1,-1
737999,39,-1,-1
738011,11,1,1
738071,31,1,1
738211,11,1,1
738319,39,-1,-1
738379,19,-1,-1
738539,19,-1,-1
738791,31,1,1
738811,11,1,1
738839,39,-1,-1
738851,11,1,1
739051,11,1,1
739171,11,1,1
739199,39,-1,-1
739331,11,1,1
739379,19,-1,-1
739391,31,1,1
739399,39,-1,-1
739439,39,-1,-1
739631,31,1,1
739699,19,-1,-1
739751,31,1,1
739759,39,-1,-1
739771,11,1,1
739799,39,-1,-1
739951,31,1,1
740059,19,-1,-1
740099,19,-1,-1
740171,11,1,1
740279,39,-1,-1
740359,39,-1,-1
740371,11,1,1
740591,31,1,1
740599,39,-1,-1
740651,11,1,1
740659,19,-1,-1
740671,31,1,1
740711,31,1,1
740891,11,1,1
740939,19,-1,-1
741031,31,1,1
741071,31,1,1
741079,39,-1,-1
741119,39,-1,-1
741431,31,1,1
741479,39,-1,-1
741599,39,-1,-1
741679,39,-1,-1
741991,31,1,1
742199,39,-1,-1
742211,11,1,1
742219,19,-1,-1
742439,39,-1,-1
742499,19,-1,-1
742531,11,1,1
742559,39,-1,-1
742579,19,-1,-1
742619,19,-1,-1
742699,19,-1,-1
742759,39,-1,-1
742991,31,1,1
743059,19,-1,-1
743111,31,1,1
743159,39,-1,-1
743251,11,1,1
743279,39,-1,-1
743339,19,-1,-1
743551,31,1,1
743579,19,-1,-1
743711,31,1,1
743779,19,-1,-1
743819,19,-1,-1
743851,11,1,1
744019,19,-1,-1
744071,31,1,1
744179,19,-1,-1
744199,39,-1,-1
744239,39,-1,-1
744251,11,1,1
744431,31,1,1
744451,11,1,1
744539,19,-1,-1
744559,39,-1,-1
744599,39,-1,-1
744659,19,-1,-1
744739,19,-1,-1
744791,31,1,1
744811,11,1,1
744859,19,-1,-1
744911,31,1,1
744959,39,-1,-1
745379,19,-1,-1
745391,31,1,1
745631,31,1,1
745699,19,-1,-1
745711,31,1,1
745859,19,-1,-1
745931,11,1,1
745939,19,-1,-1
745951,31,1,1
745999,39,-1,-1
746099,19,-1,-1
746171,11,1,1
746191,31,1,1
746231,31,1,1
746411,11,1,1
746479,39,-1,-1
746531,11,1,1
746659,19,-1,-1
746671,31,1,1
746791,31,1,1
746839,39,-1,-1
746891,11,1,1
746899,19,-1,-1
746939,19,-1,-1
746951,31,1,1
746959,39,-1,-1
747139,19,-1,-1
747199,39,-1,-1
747239,39,-1,-1
747259,19,-1,-1
747451,11,1,1
747499,19,-1,-1
747599,39,-1,-1
747611,11,1,1
747619,19,-1,-1
747679,39,-1,-1
747811,11,1,1
747839,39,-1,-1
747871,31,1,1
747919,39,-1,-1
747991,31,1,1
748019,19,-1,-1
748039,39,-1,-1
748091,11,1,1
748199,39,-1,-1
748211,11,1,1
748271,31,1,1
748331,11,1,1
748339,19,-1,-1
748379,19,-1,-1
748499,19,-1,-1
748639,39,-1,-1
748691,11,1,1
748711,31,1,1
748831,31,1,1
748871,31,1,1
749051,11,1,1
749171,11,1,1
749219,19,-1,-1
749279,39,-1,-1
749299,19,-1,-1
749339,19,-1,-1
749471,31,1,1
749711,31,1,1
749779,19,-1,-1
749851,11,1,1
749891,11,1,1
749899,19,-1,-1
749939,19,-1,-1
750019,19,-1,-1
750059,19,-1,-1
750119,39,-1,-1
750131,11,1,1
750179,19,-1,-1
750311,31,1,1
750419,19,-1,-1
750571,11,1,1
750599,39,-1,-1
750691,11,1,1
750719,39,-1,-1
750791,31,1,1
751139,19,-1,-1
751151,31,1,1
751199,39,-1,-1
751259,19,-1,-1
751319,39,-1,-1
751379,19,-1,-1
751411,11,1,1
751579,19,-1,-1
751631,31,1,1
751691,11,1,1
751711,31,1,1
751739,19,-1,-1
751799,39,-1,-1
751879,39,-1,-1
752111,31,1,1
752351,31,1,1
752431,31,1,1
752459,19,-1,-1
752519,39,-1,-1
752639,39,-1,-1
752651,11,1,1
752699,19,-1,-1
752771,11,1,1
752819,19,-1,-1
752891,11,1,1
752911,31,1,1
753019,19,-1,-1
753079,39,-1,-1
753139,19,-1,-1
753439,39,-1,-1
753611,11,1,1
753619,19,-1,-1
753631,31,1,1
753659,19,-1,-1
753679,39,-1,-1
753719,39,-1,-1
753751,31,1,1
753799,39,-1,-1
753811,11,1,1
753859,19,-1,-1
753931,11,1,1
753959,39,-1,-1
754099,19,-1,-1
754111,31,1,1
754211,11,1,1
754279,39,-1,-1
754379,19,-1,-1
754399,39,-1,-1
754451,11,1,1
754531,11,1,1
754651,11,1,1
754711,31,1,1
754739,19,-1,-1
754751,31,1,1
754891,11,1,1
754931,11,1,1
754939,19,-1,-1
754979,19,-1,-1
754991,31,1,1
755071,31,1,1
755539,19,-1,-1
755719,39,-1,-1
755759,39,-1,-1
755771,11,1,1
755791,31,1,1
755879,39,-1,-1
755959,39,-1,-1
756011,11,1,1
756131,11,1,1
756139,19,-1,-1
756179,19,-1,-1
756191,31,1,1
756199,39,-1,-1
756251,11,1,1
756271,31,1,1
756319,39,-1,-1
756331,11,1,1
756419,19,-1,-1
756719,39,-1,-1
756839,39,-1,-1
756971,11,1,1
757019,19,-1,-1
757039,39,-1,-1
757111,31,1,1
757151,31,1,1
757259,19,-1,-1
757271,31,1,1
757291,11,1,1
757319,39,-1,-1
757331,11,1,1
757579,19,-1,-1
757651,11,1,1
757751,31,1,1
757811,11,1,1
757879,39,-1,-1
757951,31,1,1
758071,31,1,1
758099,19,-1,-1
758159,39,-1,-1
758231,31,1,1
758279,39,-1,-1
758299,19,-1,-1
758339,19,-1,-1
758411,11,1,1
758491,11,1,1
758519,39,-1,-1
758551,31,1,1
758579,19,-1,-1
758699,19,-1,-1
758899,19,-1,-1
759019,19,-1,-1
759131,11,1,1
759179,19,-1,-1
759359,39,-1,-1
759371,11,1,1
759431,31,1,1
759491,11,1,1
759559,39,-1,-1
759659,19,-1,-1
759719,39,-1,-1
759739,19,-1,-1
759799,39,-1,-1
759911,31,1,1
759959,39,-1,-1
760079,39,-1,-1
760211,11,1,1
760231,31,1,1
760411,11,1,1
760499,19,-1,-1
760511,31,1,1
760619,19,-1,-1
760759,39,-1,-1
760939,19,-1,-1
760951,31,1,1
761051,11,1,1
761119,39,-1,-1
761179,19,-1,-1
761291,11,1,1
761351,31,1,1
761399,39,-1,-1
761459,19,-1,-1
761471,31,1,1
761531,11,1,1
761591,31,1,1
761611,11,1,1
761711,31,1,1
761731,11,1,1
761939,19,-1,-1
762031,31,1,1
762239,39,-1,-1
762319,39,-1,-1
762479,39,-1,-1
762491,11,1,1
762499,19,-1,-1
762571,11,1,1
762599,39,-1,-1
762659,19,-1,-1
762779,19,-1,-1
762791,31,1,1
762871,31,1,1
762899,19,-1,-1
762919,39,-1,-1
762959,39,-1,-1
763031,31,1,1
763039,39,-1,-1
763159,39,-1,-1
763391,31,1,1
763559,39,-1,-1
763579,19,-1,-1
763619,19,-1,-1
763739,19,-1,-1
763771,11,1,1
763811,11,1,1
763859,19,-1,-1
763879,39,-1,-1
764051,11,1,1
764059,19,-1,-1
764111,31,1,1
764131,11,1,1
764171,11,1,1
764251,11,1,1
764339,19,-1,-1
764399,39,-1,-1
764459,19,-1,-1
764539,19,-1,-1
764551,31,1,1
764611,11,1,1
764719,39,-1,-1
764891,11,1,1
764899,19,-1,-1
764971,11,1,1
764999,39,-1,-1
765059,19,-1,-1
765131,11,1,1
765199,39,-1,-1
765319,39,-1,-1
765379,19,-1,-1
765439,39,-1,-1
765539,19,-1,-1
765659,19,-1,-1
765851,11,1,1
765899,19,-1,-1
765931,11,1,1
765971,11,1,1
765991,31,1,1
766079,39,-1,-1
766091,11,1,1
766111,31,1,1
766211,11,1,1
766231,31,1,1
766439,39,-1,-1
766471,31,1,1
766511,31,1,1
766559,39,-1,-1
766679,39,-1,-1
766811,11,1,1
767051,11,1,1
767071,31,1,1
767279,39,-1,-1
767339,19,-1,-1
767359,39,-1,-1
767399,39,-1,-1
767471,31,1,1
767759,39,-1,-1
767831,31,1,1
767951,31,1,1
768059,19,-1,-1
768199,39,-1,-1
768259,19,-1,-1
768319,39,-1,-1
768359,39,-1,-1
768371,11,1,1
768419,19,-1,-1
768431,31,1,1
768479,39,-1,-1
768491,11,1,1
768671,31,1,1
768751,31,1,1
768799,39,-1,-1
769019,19,-1,-1
769039,39,-1,-1
769151,31,1,1
769159,39,-1,-1
769259,19,-1,-1
769319,39,-1,-1
769411,11,1,1
769459,19,-1,-1
769579,19,-1,-1
769619,19,-1,-1
769739,19,-1,-1
769799,39,-1,-1
769871,31,1,1
769919,39,-1,-1
769999,39,-1,-1
770039,39,-1,-1
770059,19,-1,-1
770111,31,1,1
770179,19,-1,-1
770519,39,-1,-1
770579,19,-1,-1
770591,31,1,1
770639,39,-1,-1
770951,31,1,1
771179,19,-1,-1
771299,19,-1,-1
771431,31,1,1
771439,39,-1,-1
771619,19,-1,-1
771679,39,-1,-1
771691,11,1,1
771899,19,-1,-1
772019,19,-1,-1
772139,19,-1,-1
772159,39,-1,-1
772231,31,1,1
772279,39,-1,-1
772339,19,-1,-1
772379,19,-1,-1
772391,31,1,1
772439,39,-1,-1
772459,19,-1,-1
772571,11,1,1
772619,19,-1,-1
772631,31,1,1
772859,19,-1,-1
773039,39,-1,-1
773159,39,-1,-1
773231,31,1,1
773251,11,1,1
773371,11,1,1
773491,11,1,1
773611,11,1,1
773719,39,-1,-1
773831,31,1,1
773879,39,-1,-1
773939,19,-1,-1
773951,31,1,1
773999,39,-1,-1
774071,31,1,1
774119,39,-1,-1
774199,39,-1,-1
774239,39,-1,-1
774439,39,-1,-1
774511,31,1,1
774551,31,1,1
774671,31,1,1
774691,11,1,1
774779,19,-1,-1
774791,31,1,1
774799,39,-1,-1
774919,39,-1,-1
774931,11,1,1
774959,39,-1,-1
775079,39,-1,-1
775091,11,1,1
775259,19,-1,-1
775451,11,1,1
775531,11,1,1
775639,39,-1,-1
775711,31,1,1
775739,19,-1,-1
775811,11,1,1
775919,39,-1,-1
775939,19,-1,-1
776099,19,-1,-1
776119,39,-1,-1
776159,39,-1,-1
776179,19,-1,-1
776219,19,-1,-1
776471,31,1,1
776551,31,1,1
776651,11,1,1
776759,39,-1,-1
776819,19,-1,-1
776879,39,-1,-1
777031,31,1,1
777151,31,1,1
777191,31,1,1
777199,39,-1,-1
777251,11,1,1
777419,19,-1,-1
777431,31,1,1
777479,39,-1,-1
777551,31,1,1
777571,11,1,1
777619,19,-1,-1
777671,31,1,1
777731,11,1,1
777839,39,-1,-1
777859,19,-1,-1
777911,31,1,1
777919,39,-1,-1
778079,39,-1,-1
778091,11,1,1
778111,31,1,1
778319,39,-1,-1
778439,39,-1,-1
778559,39,-1,-1
778579,19,-1,-1
778699,19,-1,-1
778759,39,-1,-1
778819,19,-1,-1
778879,39,-1,-1
778979,19,-1,-1
779039,39,-1,-1
779159,39,-1,-1
779231,31,1,1
779239,39,-1,-1
779351,31,1,1
779531,11,1,1
779579,19,-1,-1
779591,31,1,1
779659,19,-1,-1
779699,19,-1,-1
779731,11,1,1
779771,11,1,1
779791,31,1,1
779879,39,-1,-1
779939,19,-1,-1
779971,11,1,1
780119,39,-1,-1
780179,19,-1,-1
780191,31,1,1
780371,11,1,1
780499,19,-1,-1
780671,31,1,1
780679,39,-1,-1
780719,39,-1,-1
780931,11,1,1
780971,11,1,1
780991,31,1,1
781051,11,1,1
781139,19,-1,-1
781199,39,-1,-1
781211,11,1,1
781271,31,1,1
781351,31,1,1
781399,39,-1,-1
781511,31,1,1
781519,39,-1,-1
781531,11,1,1
781559,39,-1,-1
781619,19,-1,-1
781631,31,1,1
781799,39,-1,-1
781919,39,-1,-1
781951,31,1,1
781999,39,-1,-1
782071,31,1,1
782191,31,1,1
782219,19,-1,-1
782231,31,1,1
782311,31,1,1
782339,19,-1,-1
782371,11,1,1
782519,39,-1,-1
782539,19,-1,-1
782711,31,1,1
782791,31,1,1
782839,39,-1,-1
782891,11,1,1
782911,31,1,1
783011,11,1,1
783019,19,-1,-1
783119,39,-1,-1
783151,31,1,1
783191,31,1,1
783359,39,-1,-1
783379,19,-1,-1
783571,11,1,1
783599,39,-1,-1
783619,19,-1,-1
783691,11,1,1
783719,39,-1,-1
783779,19,-1,-1
783791,31,1,1
784039,39,-1,-1
784351,31,1,1
784379,19,-1,-1
784471,31,1,1
784799,39,-1,-1
784859,19,-1,-1
784919,39,-1,-1
785119,39,-1,-1
785159,39,-1,-1
785219,19,-1,-1
785299,19,-1,-1
785311,31,1,1
785459,19,-1,-1
785579,19,-1,-1
785591,31,1,1
785651,11,1,1
785731,11,1,1
785839,39,-1,-1
785879,39,-1,-1
785951,31,1,1
786059,19,-1,-1
786179,19,-1,-1
786251,11,1,1
786311,31,1,1
786371,11,1,1
786419,19,-1,-1
786431,31,1,1
786551,31,1,1
786659,19,-1,-1
786719,39,-1,-1
786739,19,-1,-1
786859,19,-1,-1
786959,39,-1,-1
786971,11,1,1
786979,19,-1,-1
787051,11,1,1
787079,39,-1,-1
787099,19,-1,-1
787139,19,-1,-1
787331,11,1,1
787439,39,-1,-1
787519,39,-1,-1
787639,39,-1,-1
787711,31,1,1
787751,31,1,1
787771,11,1,1
787811,11,1,1
787879,39,-1,-1
787939,19,-1,-1
787999,39,-1,-1
788159,39,-1,-1
788231,31,1,1
788351,31,1,1
788399,39,-1,-1
788419,19,-1,-1
788479,39,-1,-1
788531,11,1,1
788651,11,1,1
788719,39,-1,-1
788779,19,-1,-1
788819,19,-1,-1
788999,39,-1,-1
789091,11,1,1
789331,11,1,1
789391,31,1,1
789419,19,-1,-1
789491,11,1,1
789511,31,1,1
789611,11,1,1
789671,31,1,1
789731,11,1,1
789851,11,1,1
789959,39,-1,-1
789979,19,-1,-1
790051,11,1,1
790199,39,-1,-1
790271,31,1,1
790379,19,-1,-1
790459,19,-1,-1
790651,11,1,1
790739,19,-1,-1
790831,31,1,1
790879,39,-1,-1
791159,39,-1,-1
791191,31,1,1
791251,11,1,1
791291,11,1,1
791411,11,1,1
791419,19,-1,-1
791431,31,1,1
791519,39,-1,-1
791599,39,-1,-1
791699,19,-1,-1
791891,11,1,1
791899,19,-1,-1
791951,31,1,1
791971,11,1,1
792119,39,-1,-1
792131,11,1,1
792151,31,1,1
792179,19,-1,-1
792299,19,-1,-1
792359,39,-1,-1
792371,11,1,1
792479,39,-1,-1
792551,31,1,1
792679,39,-1,-1
792691,11,1,1
792871,31,1,1
792959,39,-1,-1
793099,19,-1,-1
793139,19,-1,-1
793379,19,-1,-1
793439,39,-1,-1
793691,11,1,1
793711,31,1,1
793739,19,-1,-1
793931,11,1,1
793939,19,-1,-1
793979,19,-1,-1
793999,39,-1,-1
794039,39,-1,-1
794071,31,1,1
794111,31,1,1
794119,39,-1,-1
794179,19,-1,-1
794191,31,1,1
794231,31,1,1
794239,39,-1,-1
794399,39,-1,-1
794551,31,1,1
794579,19,-1,-1
794831,31,1,1
794999,39,-1,-1
795071,31,1,1
795079,39,-1,-1
795139,19,-1,-1
795211,11,1,1
795239,39,-1,-1
795251,11,1,1
795299,19,-1,-1
795479,39,-1,-1
795539,19,-1,-1
795551,31,1,1
795659,19,-1,-1
795679,39,-1,-1
795791,31,1,1
795871,31,1,1
795979,19,-1,-1
796091,11,1,1
796139,19,-1,-1
796151,31,1,1
796259,19,-1,-1
796291,11,1,1
796379,19,-1,-1
796391,31,1,1
796459,19,-1,-1
796571,11,1,1
796751,31,1,1
796759,39,-1,-1
796799,39,-1,-1
796819,19,-1,-1
796871,31,1,1
796931,11,1,1
797039,39,-1,-1
797051,11,1,1
797131,11,1,1
797399,39,-1,-1
797539,19,-1,-1
797579,19,-1,-1
797611,11,1,1
797711,31,1,1
797851,11,1,1
797911,31,1,1
798059,19,-1,-1
798071,31,1,1
798079,39,-1,-1
798131,11,1,1
798139,19,-1,-1
798151,31,1,1
798179,19,-1,-1
798199,39,-1,-1
798251,11,1,1
798319,39,-1,-1
798331,11,1,1
798451,11,1,1
798599,39,-1,-1
798799,39,-1,-1
799031,31,1,1
799151,31,1,1
799219,19,-1,-1
799259,19,-1,-1
799619,19,-1,-1
799651,11,1,1
799679,39,-1,-1
799739,19,-1,-1
799759,39,-1,-1
799859,19,-1,-1
799891,11,1,1
799979,19,-1,-1
799999,39,-1,-1
800119,39,-1,-1
800131,11,1,1
800159,39,-1,-1
800231,31,1,1
800291,11,1,1
800311,31,1,1
800351,31,1,1
800399,39,-1,-1
800519,39,-1,-1
800539,19,-1,-1
800599,39,-1,-1
800651,11,1,1
800711,31,1,1
800879,39,-1,-1
800959,39,-1,-1
800971,11,1,1
800999,39,-1,-1
801079,39,-1,-1
801179,19,-1,-1
801371,11,1,1
801419,19,-1,-1
801539,19,-1,-1
801611,11,1,1
801791,31,1,1
801959,39,-1,-1
802019,19,-1,-1
802031,31,1,1
802339,19,-1,-1
802471,31,1,1
802499,19,-1,-1
802511,31,1,1
802651,11,1,1
802751,31,1,1
802799,39,-1,-1
802811,11,1,1
802831,31,1,1
802979,19,-1,-1
803059,19,-1,-1
803171,11,1,1
803251,11,1,1
803311,31,1,1
803399,39,-1,-1
803519,39,-1,-1
803591,31,1,1
803611,11,1,1
803651,11,1,1
803659,19,-1,-1
803819,19,-1,-1
803939,19,-1,-1
804059,19,-1,-1
804119,39,-1,-1
804179,19,-1,-1
804191,31,1,1
804239,39,-1,-1
804371,11,1,1
804571,11,1,1
804611,11,1,1
804619,19,-1,-1
804751,31,1,1
804919,39,-1,-1
805019,19,-1,-1
805099,19,-1,-1
805111,31,1,1
805219,19,-1,-1
805279,39,-1,-1
805331,11,1,1
805339,19,-1,-1
805471,31,1,1
805499,19,-1,-1
805531,11,1,1
805559,39,-1,-1
805639,39,-1,-1
805799,39,-1,-1
805811,11,1,1
805859,19,-1,-1
806011,11,1,1
806051,11,1,1
806059,19,-1,-1
806111,31,1,1
806159,39,-1,-1
806291,11,1,1
806371,11,1,1
806579,19,-1,-1
806639,39,-1,-1
806671,31,1,1
806791,31,1,1
806999,39,-1,-1
807011,11,1,1
807119,39,-1,-1
807151,31,1,1
807251,11,1,1
807259,19,-1,-1
807299,19,-1,-1
807419,19,-1,-1
807479,39,-1,-1
807539,19,-1,-1
807559,39,-1,-1
807871,31,1,1
808019,19,-1,-1
808039,39,-1,-1
808211,11,1,1
808351,31,1,1
808391,31,1,1
808399,39,-1,-1
808439,39,-1,-1
808559,39,-1,-1
808651,11,1,1
808679,39,-1,-1
808739,19,-1,-1
808751,31,1,1
808771,11,1,1
808919,39,-1,-1
808991,31,1,1
809051,11,1,1
809231,31,1,1
809239,39,-1,-1
809339,19,-1,-1
809359,39,-1,-1
809399,39,-1,-1
809579,19,-1,-1
809719,39,-1,-1
809759,39,-1,-1
809771,11,1,1
809839,39,-1,-1
809891,11,1,1
810059,19,-1,-1
810071,31,1,1
810079,39,-1,-1
810091,11,1,1
810191,31,1,1
810239,39,-1,-1
810259,19,-1,-1
810379,19,-1,-1
810539,19,-1,-1
810571,11,1,1
810659,19,-1,-1
810671,31,1,1
810791,31,1,1
810839,39,-1,-1
811039,39,-1,-1
811099,19,-1,-1
811171,11,1,1
811199,39,-1,-1
811259,19,-1,-1
811351,31,1,1
811379,19,-1,-1
811411,11,1,1
811511,31,1,1
811519,39,-1,-1
811619,19,-1,-1
811691,11,1,1
811771,11,1,1
811799,39,-1,-1
811819,19,-1,-1
811871,31,1,1
811879,39,-1,-1
811919,39,-1,-1
811931,11,1,1
811991,31,1,1
812051,11,1,1
812191,31,1,1
812299,19,-1,-1
812359,39,-1,-1
812519,39,-1,-1
812599,39,-1,-1
812639,39,-1,-1
812671,31,1,1
812699,19,-1,-1
812731,11,1,1
812759,39,-1,-1
812939,19,-1,-1
813091,11,1,1
813251,11,1,1
813299,19,-1,-1
813311,31,1,1
813419,19,-1,-1
813499,19,-1,-1
813559,39,-1,-1
813811,11,1,1
814019,19,-1,-1
814031,31,1,1
814139,19,-1,-1
814211,11,1,1
814379,19,-1,-1
814531,11,1,1
814559,39,-1,-1
814579,19,-1,-1
814631,31,1,1
814699,19,-1,-1
814771,11,1,1
814799,39,-1,-1
814859,19,-1,-1
814939,19,-1,-1
814991,31,1,1
815159,39,-1,-1
815231,31,1,1
815279,39,-1,-1
815291,11,1,1
815351,31,1,1
815431,31,1,1
815459,19,-1,-1
815471,31,1,1
815491,11,1,1
815519,39,-1,-1
815539,19,-1,-1
815599,39,-1,-1
815819,19,-1,-1
815939,19,-1,-1
816091,11,1,1
816131,11,1,1
816191,31,1,1
816239,39,-1,-1
816451,11,1,1
816499,19,-1,-1
816539,19,-1,-1
816559,39,-1,-1
816691,11,1,1
816779,19,-1,-1
816811,11,1,1
816839,39,-1,-1
816899,19,-1,-1
816911,31,1,1
816919,39,-1,-1
816971,11,1,1
817039,39,-1,-1
817151,31,1,1
817211,11,1,1
817279,39,-1,-1
817291,11,1,1
817319,39,-1,-1
817331,11,1,1
817379,19,-1,-1
817679,39,-1,-1
817711,31,1,1
817871,31,1,1
817891,11,1,1
817919,39,-1,-1
817951,31,1,1
817979,19,-1,-1
818099,19,-1,-1
818171,11,1,1
818219,19,-1,-1
818291,11,1,1
818339,19,-1,-1
818359,39,-1,-1
818579,19,-1,-1
818659,19,-1,-1
818819,19,-1,-1
818959,39,-1,-1
818999,39,-1,-1
819031,31,1,1
819131,11,1,1
819239,39,-1,-1
819251,11,1,1
819311,31,1,1
819319,39,-1,-1
819391,31,1,1
819419,19,-1,-1
819431,31,1,1
819491,11,1,1
819659,19,-1,-1
819691,11,1,1
819719,39,-1,-1
819739,19,-1,-1
819799,39,-1,-1
819811,11,1,1
819899,19,-1,-1
819911,31,1,1
820051,11,1,1
820231,31,1,1
820271,31,1,1
820279,39,-1,-1
820319,39,-1,-1
820331,11,1,1
820459,19,-1,-1
820559,39,-1,-1
820619,19,-1,-1
820679,39,-1,-1
820691,11,1,1
820711,31,1,1
820759,39,-1,-1
820891,11,1,1
820991,31,1,1
821039,39,-1,-1
821099,19,-1,-1
821131,11,1,1
821291,11,1,1
821411,11,1,1
821459,19,-1,-1
821479,39,-1,-1
821519,39,-1,-1
821551,31,1,1
821759,39,-1,-1
821771,11,1,1
821819,19,-1,-1
821851,11,1,1
821879,39,-1,-1
821939,19,-1,-1
821971,11,1,1
821999,39,-1,-1
822011,11,1,1
822079,39,-1,-1
822131,11,1,1
822139,19,-1,-1
822191,31,1,1
822259,19,-1,-1
822299,19,-1,-1
822539,19,-1,-1
822551,31,1,1
822599,39,-1,-1
822791,31,1,1
822839,39,-1,-1
822971,11,1,1
823051,11,1,1
823219,19,-1,-1
823231,31,1,1
823271,31,1,1
823351,31,1,1
823399,39,-1,-1
823499,19,-1,-1
823591,31,1,1
823619,19,-1,-1
823651,11,1,1
823679,39,-1,-1
823799,39,-1,-1
823819,19,-1,-1
824039,39,-1,-1
824099,19,-1,-1
824231,31,1,1
824339,19,-1,-1
824399,39,-1,-1
824459,19,-1,-1
824531,11,1,1
824671,31,1,1
824779,19,-1,-1
824899,19,-1,-1
824939,19,-1,-1
824951,31,1,1
825059,19,-1,-1
825131,11,1,1
825191,31,1,1
825199,39,-1,-1
825479,39,-1,-1
825551,31,1,1
825611,11,1,1
825739,19,-1,-1
825779,19,-1,-1
825791,31,1,1
825959,39,-1,-1
825971,11,1,1
826019,19,-1,-1
826051,11,1,1
826151,31,1,1
826171,11,1,1
826211,11,1,1
826271,31,1,1
826339,19,-1,-1
826379,19,-1,-1
826391,31,1,1
826499,19,-1,-1
826559,39,-1,-1
826571,11,1,1
826699,19,-1,-1
826711,31,1,1
826759,39,-1,-1
826799,39,-1,-1
826811,11,1,1
826831,31,1,1
826879,39,-1,-1
826939,19,-1,-1
826979,19,-1,-1
827039,39,-1,-1
827131,11,1,1
827231,31,1,1
827251,11,1,1
827591,31,1,1
827599,39,-1,-1
827639,39,-1,-1
827699,19,-1,-1
827719,39,-1,-1
827851,11,1,1
827899,19,-1,-1
828011,11,1,1
828059,19,-1,-1
828071,31,1,1
828119,39,-1,-1
828239,39,-1,-1
828379,19,-1,-1
828431,31,1,1
828691,11,1,1
828811,11,1,1
828859,19,-1,-1
828871,31,1,1
829151,31,1,1
829159,39,-1,-1
829211,11,1,1
829399,39,-1,-1
829811,11,1,1
829819,19,-1,-1
829831,31,1,1
829979,19,-1,-1
830051,11,1,1
830099,19,-1,-1
830111,31,1,1
830279,39,-1,-1
830311,31,1,1
830339,19,-1,-1
830359,39,-1,-1
830411,11,1,1
830551,31,1,1
830579,19,-1,-1
830591,31,1,1
830639,39,-1,-1
830719,39,-1,-1
830839,39,-1,-1
830891,11,1,1
830911,31,1,1
830939,19,-1,-1
831071,31,1,1
831139,19,-1,-1
831191,31,1,1
831239,39,-1,-1
831371,11,1,1
831431,31,1,1
831539,19,-1,-1
831599,39,-1,-1
831619,19,-1,-1
831631,31,1,1
831659,19,-1,-1
831679,39,-1,-1
831731,11,1,1
831739,19,-1,-1
831851,11,1,1
831899,19,-1,-1
831911,31,1,1
832079,39,-1,-1
832159,39,-1,-1
832211,11,1,1
832331,11,1,1
832379,19,-1,-1
832399,39,-1,-1
832451,11,1,1
832499,19,-1,-1
832679,39,-1,-1
832919,39,-1,-1
833099,19,-1,-1
833179,19,-1,-1
833219,19,-1,-1
833251,11,1,1
833299,19,-1,-1
833719,39,-1,-1
833759,39,-1,-1
834059,19,-1,-1
834131,11,1,1
834151,31,1,1
834259,19,-1,-1
834299,19,-1,-1
834311,31,1,1
834439,39,-1,-1
834511,31,1,1
834599,39,-1,-1
834611,11,1,1
834671,31,1,1
834811,11,1,1
834859,19,-1,-1
834959,39,-1,-1
834991,31,1,1
835019,19,-1,-1
835039,39,-1,-1
835099,19,-1,-1
835139,19,-1,-1
835271,31,1,1
835319,39,-1,-1
835379,19,-1,-1
835391,31,1,1
835739,19,-1,-1
835811,11,1,1
835819,19,-1,-1
835859,19,-1,-1
835931,11,1,1
835951,31,1,1
835979,19,-1,-1
836071,31,1,1
836131,11,1,1
836159,39,-1,-1
836219,19,-1,-1
836239,39,-1,-1
836291,11,1,1
836299,19,-1,-1
836351,31,1,1
836471,31,1,1
836699,19,-1,-1
836839,39,-1,-1
836939,19,-1,-1
837059,19,-1,-1
837071,31,1,1
837079,39,-1,-1
837139,19,-1,-1
837191,31,1,1
837271,31,1,1
837359,39,-1,-1
837379,19,-1,-1
837439,39,-1,-1
837451,11,1,1
837611,11,1,1
837619,19,-1,-1
837631,31,1,1
837659,19,-1,-1
837731,11,1,1
837779,19,-1,-1
837979,19,-1,-1
838091,11,1,1
838139,19,-1,-1
838379,19,-1,-1
838391,31,1,1
838399,39,-1,-1
838571,11,1,1
838631,31,1,1
